Symbol,Index
JSWENERGY,NIFTY COMMODITIES
JSWSTEEL,NIFTY COMMODITIES
JINDALSTEL,NIFTY COMMODITIES
NHPC,NIFTY COMMODITIES
NMDC,NIFTY COMMODITIES
NTPC,NIFTY COMMODITIES
ONGC,NIFTY COMMODITIES
OIL,NIFTY COMMODITIES
PIIND,NIFTY COMMODITIES
PIDILITIND,NIFTY COMMODITIES
RELIANCE,NIFTY COMMODITIES
SRF,NIFTY COMMODITIES
SHREECEM,NIFTY COMMODITIES
TATAPOWER,NIFTY COMMODITIES
TATASTEEL,NIFTY COMMODITIES
TORNTPOWER,NIFTY COMMODITIES
UPL,NIFTY COMMODITIES
ULTRACEMCO,NIFTY COMMODITIES
VEDL,NIFTY COMMODITIES
DBCORP,NIFTY MEDIA
HATHWAY,NIFTY MEDIA
NAZARA,NIFTY MEDIA
NETWORK18,NIFTY MEDIA
PVRINOX,NIFTY MEDIA
PFOCUS,NIFTY MEDIA
SAREGAMA,NIFTY MEDIA
SUNTV,NIFTY MEDIA
TIPSMUSIC,NIFTY MEDIA
ZEEL,NIFTY MEDIA
ABBOTINDIA,NIFTY HEALTHCARE
ALKEM,NIFTY HEALTHCARE
APOLLOHOSP,NIFTY HEALTHCARE
AUROPHARMA,NIFTY HEALTHCARE
BIOCON,NIFTY HEALTHCARE
CIPLA,NIFTY HEALTHCARE
DIVISLAB,NIFTY HEALTHCARE
DRREDDY,NIFTY HEALTHCARE
FORTIS,NIFTY HEALTHCARE
GLENMARK,NIFTY HEALTHCARE
IPCALAB,NIFTY HEALTHCARE
LAURUSLABS,NIFTY HEALTHCARE
LUPIN,NIFTY HEALTHCARE
MANKIND,NIFTY HEALTHCARE
MAXHEALTH,NIFTY HEALTHCARE
PPLPHARMA,NIFTY HEALTHCARE
SUNPHARMA,NIFTY HEALTHCARE
SYNGENE,NIFTY HEALTHCARE
TORNTPHARM,NIFTY HEALTHCARE
ZYDUSLIFE,NIFTY HEALTHCARE
ADANIPOWER,NIFTY CONSUMPTION
APOLLOHOSP,NIFTY CONSUMPTION
ASIANPAINT,NIFTY CONSUMPTION
DMART,NIFTY CONSUMPTION
BAJAJ-AUTO,NIFTY CONSUMPTION
BHARTIARTL,NIFTY CONSUMPTION
BRITANNIA,NIFTY CONSUMPTION
DLF,NIFTY CONSUMPTION
DIXON,NIFTY CONSUMPTION
DUMMYHDLVR,NIFTY CONSUMPTION
EICHERMOT,NIFTY CONSUMPTION
ETERNAL,NIFTY CONSUMPTION
GODREJCP,NIFTY CONSUMPTION
HAVELLS,NIFTY CONSUMPTION
HEROMOTOCO,NIFTY CONSUMPTION
HINDUNILVR,NIFTY CONSUMPTION
ITC,NIFTY CONSUMPTION
INDHOTEL,NIFTY CONSUMPTION
NAUKRI,NIFTY CONSUMPTION
INDIGO,NIFTY CONSUMPTION
M&M,NIFTY CONSUMPTION
MARUTI,NIFTY CONSUMPTION
MAXHEALTH,NIFTY CONSUMPTION
NESTLEIND,NIFTY CONSUMPTION
TVSMOTOR,NIFTY CONSUMPTION
TATACONSUM,NIFTY CONSUMPTION
TATAPOWER,NIFTY CONSUMPTION
TITAN,NIFTY CONSUMPTION
TRENT,NIFTY CONSUMPTION
UNITDSPR,NIFTY CONSUMPTION
VBL,NIFTY CONSUMPTION
